toan,ly,hoa,sinh,van,anh,lich_su,dia_ly,tin_hoc,nganh_hoc
3.4553611508969566,9.1448282250307,8.069597661147853,9.799468725602384,3.614534380031898,9.162185377248719,4.038763064411551,8.314737236192926,5.549375227509385,2
9.642198760773333,9.265743580110644,5.699610828432578,7.426780850884959,7.1623249716373465,7.628598796103943,6.651648964158419,3.9729266945395745,3.4817404245541255,3
9.759424231521916,7.614711759356103,3.513648728206432,9.90126864645229,7.047509769611264,9.09194875307757,7.719302607177958,9.92085534482911,3.1559853066513996,2
8.658781436815229,5.413508500581756,8.6891103460211,5.3722539643504525,5.976501984866727,5.7677349157578455,7.135044792275786,4.995236481578294,6.216743166549692,0
5.1322963842135945,9.255540543633366,7.0574139916562935,9.798436128332785,8.80842248996865,3.237895998372725,9.84437029817344,8.861345102929045,4.420598668732611,4
3.683704798044687,5.040618497058347,4.650330590045011,4.018935734100365,9.60023042934985,7.032979743485719,3.881122005803563,4.333260795224073,9.56942191734402,5
7.789631185585098,6.93898080339542,9.262768220328676,3.2848634064291993,6.257351033395276,5.374354519077606,9.905320844119286,9.654499463060798,7.482919124118691,0
6.081067456177209,3.6981168064071768,3.3168081970938603,3.230888423182218,6.193029356988798,6.137318631456473,6.266717537215243,8.786387496485483,7.098556824020498,7
3.8542676439134516,9.45368941092925,4.41273725738434,6.2540925941945895,6.514446107695213,7.767771497459242,4.530429514439964,5.515724823829239,5.8458629665312,5
6.466238370778891,3.9853932043984934,8.264328494641028,3.5810293823501635,8.061868215831431,7.904652669496102,9.6029657820403,5.950302082663981,5.306676815401751,6
3.2407196478065288,4.574277640112851,7.965645512169224,6.585175189173212,7.676422034892736,3.192894904060708,6.280293171012149,3.0268659546608325,4.2586557612334355,2
9.365242814551475,6.9069391068975055,5.024901856071346,5.292503524562303,4.5598446444482095,8.385118709877295,5.431428686473643,4.760025710190761,3.4210015943498746,3
4.811459871200118,8.348651001490872,3.4341741274694817,5.34940294731881,3.4472674401954033,6.4546324046925525,4.4966707267256965,5.02507519166366,7.441483495441378,3
7.637655990477874,7.335459141554093,9.006546505574606,7.449262975816189,9.644778908717527,6.89689141327185,4.8751281578106145,6.1691708927194995,8.454403157871777,0
5.181977532625877,4.624937389601094,5.1958834664893185,4.141686043061341,4.82748831813593,5.0859592963289675,9.854536571590536,3.9733486979661667,9.004338664994632,6
6.640476148244676,3.0066012976924323,4.369993904497857,8.365873592378117,7.470176792834142,5.945836502004067,5.127814079333421,6.351368216855745,8.070154820164117,4
6.826971955402957,8.300054062152075,6.6124327565268395,7.074216438450443,8.799066019206057,7.972625937855322,9.844641466317235,7.679279397934764,9.278656173287391,4
4.293981188678689,9.896451281377656,9.371590394977131,9.404612401932576,5.101937253830304,8.43699662060981,5.31150490628461,5.59897608700323,9.879645580264887,2
9.787092394351909,8.669391842142634,3.3048260449036273,5.553884576372663,7.448033895598501,5.7097432681758455,4.6199292591199335,4.625366928958682,9.731675775397225,0
8.425929763527801,6.221446327096308,8.360628616216214,9.879004944469878,3.7553016880445744,7.837822728559311,4.283549280312931,6.8340154086772635,7.145611984097797,2
9.576492590949325,9.326370829793746,7.007312595570962,7.0307935269981625,9.789520110629624,4.806304511819066,5.882981536917979,3.203027320721939,4.569400022761876,3
9.26379145299354,5.868933711828451,5.978143815862719,9.813813693312737,3.407107925354381,8.824158656242606,4.65764513974519,5.385862155435136,3.7444880273202985,2
7.185299851677596,6.674538589704273,8.20856310873542,3.1894245783298074,6.067222716886834,7.268699672351557,7.878565746789372,6.693131700356098,9.95747498674493,1
9.453119645161818,6.339908371769782,9.760770971091425,8.095834256886715,6.757734694420163,8.426305612468266,4.67840214754785,5.350899713389657,5.158731620048908,2
3.6194475143634364,6.133367108658675,4.604443478138837,8.716350670049154,8.533372450643547,6.340083966224931,8.847777914985084,5.4180199826826945,3.237797414784417,6
4.371880036934016,8.42633538505734,4.005531555504837,3.372213006735413,3.847899619506949,4.603764994873687,8.83807880941717,8.938076638460423,5.737322674854232,7
3.3165910223737667,6.687382350886444,9.390172216558879,7.05278764811372,6.085655816986236,6.004617793195507,4.998684618336463,9.53794251036615,8.236698146754692,4
5.277312315342851,5.217019854176512,7.682671542201126,8.613596055126138,5.097980986804167,5.670397761348245,8.27478091340781,8.79174853144061,9.235599905452554,4
5.720741027826374,4.8071071736093485,6.065902150933762,6.927271076561509,5.18407500985338,5.329015804081114,9.002821131856173,3.692072150549424,6.342946926491546,6
4.899443222417272,3.264231218772034,7.012816991849982,3.4466951328382667,8.451515412456757,4.485216234190348,7.130929907560026,5.028197110666974,5.058202405859365,6
8.801162564063505,7.082366133181322,8.219297336233709,7.85413068628818,3.038226615222832,8.314169993158643,5.564326876048384,7.979060566841653,8.448829410459869,0
5.497273286855124,4.609729907807239,8.41122329094002,3.4241784027131605,8.243585489351764,3.6044616292439233,6.086770306988754,9.820749565018607,6.526378467437128,6
4.966541567811666,4.036937454114682,9.439259265732751,8.72228226511507,8.672789010861743,9.212926509200837,8.503602055243473,4.695970839290565,3.602207138385953,6
6.798872582107739,7.576809746793744,5.987899522269359,3.301239283146861,9.309535706894483,4.225173060284274,5.053222247977699,9.287473353625103,9.214247944671655,0
3.9864695748233387,7.768464804750842,5.0538763701357645,3.9617816670725956,7.388172622613384,9.859115562960788,5.341236340633358,8.173104910141477,7.59064932639235,5
8.615378865278277,8.265084245803662,7.477649867528894,4.925753133662879,5.334187297905689,9.91927633660952,4.125490353804955,9.884152564656725,3.2576848298279364,3
3.521854505758396,6.52503827437014,5.9100952949567125,7.4335535458256,5.990643127842095,5.788709288688063,5.793366821091018,3.6550983721921386,3.0633971733051784,2
9.908208556203622,9.258382236427206,7.162189177642846,9.83451369741914,9.788152576012005,9.91474750842584,3.6056059257464015,5.763220237351261,3.614051015036051,3
8.405713385076602,9.554399273787595,5.939900589191652,3.824759968339541,9.168307785050965,9.083479620965084,5.247241086923781,6.346805016341503,8.75368774239843,0
4.391009770739207,8.651596578547426,4.070970506747221,3.9989536844974287,6.244681363696094,3.5770119386266592,5.614355666634999,7.704578376712048,6.369153840081926,3
3.038654819865217,7.4491543740573105,6.285987261612709,5.582092776906862,9.601441049776458,9.631299945400327,4.788353926968925,7.577804253925903,5.347108367139928,5
8.708229999183839,5.126046675138321,7.836424753587229,8.85353396428724,8.760684127845213,3.2976007013321595,3.709506833944917,9.344417412999615,4.745053886631846,4
7.94800140693332,9.880614451341549,8.594986653673548,6.270616669255699,9.307629031618564,4.273400056173751,6.651670697930886,8.870711858118323,6.5480058882677525,0
8.10305017628691,4.918953170343569,6.4532839375758275,5.251274201790752,7.780840642031447,7.09216878592672,9.055568188288294,3.3876086824132576,3.58128157372788,6
8.39889242680162,4.418598453933018,4.1566652314728065,6.928426825462029,9.003578304233965,3.5651602488000953,5.349513220603293,6.40578086106921,7.320263220216407,0
3.5183125621386324,6.09507879650608,5.902813967546021,4.823662382120251,9.242362989340279,4.132094298925582,4.657610999940971,5.849428611533697,5.663691717712051,6
5.509260099809908,3.397883994986719,8.504057501891888,5.808119350732646,3.6441160917846998,9.67444250978567,4.995267523833524,9.980012105677623,9.009080229638482,7
3.811083416675908,9.849461252702536,5.89001489431951,5.328236044624293,9.75651883662461,9.962815194213256,9.033210269129658,5.9908073597114395,8.280987979383497,6
9.041723981129156,7.119034894914973,7.875715555229556,8.628987156902522,5.335291691348443,8.586955792462081,6.6946531272545835,7.778333980018804,3.1285632290181606,2
7.363086887792905,6.898664641649226,6.550495771746629,9.469790085066006,6.079296567083488,6.606465740252919,3.9155324588954232,4.991006031937234,4.165486443656004,2
5.316286173968544,7.590573959298039,4.688561875765776,8.317005345098384,8.543326314349708,9.302106549841728,7.964551543388238,7.302402691421638,6.318241597656597,6
3.4449084520021653,6.479165534440447,8.57305355616152,6.073585032209884,7.654274139007484,3.783291396184981,4.080582532634146,4.446431620329033,7.610761856118693,2
5.176876252009635,3.2244446196617913,3.5894941784948093,6.530344842476646,9.251419387052401,9.600243084715062,3.4217108205956563,7.225246589547283,8.005881647172387,5
5.276283254187229,7.286179021882777,6.674231979286054,3.8755158575060498,5.804016255437405,5.460870492188025,4.789794135485421,9.077331670115868,8.71370284077965,7
8.107243248366448,8.013217138695016,4.462237239703835,8.228052977941765,5.61301714573311,9.030425738632362,4.176631256617361,3.13466454012121,3.344530302620599,3
7.462902299486492,5.9172434243683725,3.4694593997896295,7.175329755765309,3.2218219467892375,7.678613841897737,7.234982320622676,6.532104866775422,3.1293824000925854,2
9.210489198034285,8.30106900449835,6.520537559582742,9.317079972962055,6.239077636687607,9.721920128390053,6.391964851380293,9.876594370494786,7.20354013314012,3
6.305504476133645,4.589009095368944,6.496935091544465,4.404278005026073,8.068495392303761,9.052745634570726,8.068451853450071,4.11483765713824,8.066788630361183,6
3.8371597215681117,4.548936137463288,7.948306311730046,8.318082853528285,5.108251023383513,9.215284694856344,6.580997351821721,4.283886296342219,8.506872857087991,2
7.992713510560965,4.129918913813018,8.213254851363335,7.792701632034328,6.23908559571689,7.422280492840214,5.933041546465714,6.295766047710801,4.090009092004236,2
8.325495340318282,5.6039633185241335,8.094540420850278,4.860918736668266,4.535784379396946,8.83210971683393,6.683530833064202,9.096952262288365,9.78115212017994,0
6.9289403829864735,8.929084247723585,5.866911130417286,7.671650476785776,8.409514641100225,8.29991805532937,6.041402791614445,6.939317266059801,4.606003617362443,2
8.396770259681926,8.79538443504345,7.421828510585938,9.470613664036547,3.42358092938803,4.131361916327211,3.2596082573982765,6.560960511994089,4.7523126596558125,3
6.456569174550735,5.679769455744527,7.038616698507722,9.429051913669833,7.937681385003488,7.540178239472701,7.76489379097368,3.607299413732348,4.080023276271717,2
6.659129805673958,7.123831151861656,5.950932292818437,8.037386021612988,5.652580082214884,4.03722882564111,9.734912283501188,9.733902102022768,3.3027321013928543,2
5.992787128509848,8.04571421532441,7.180488859301953,3.336511787738421,3.2911724857098457,9.08619285319871,5.954234899252325,5.4298115203578945,8.668068873627163,0
3.1779338872086664,4.688447422396161,9.630735136943837,9.105850361241131,8.9742871110425,3.4616485953797795,5.966130886376327,4.762650065032939,3.0395047584305326,2
3.7552399889531314,4.17698760126323,4.350256205769641,7.60445024903178,6.414053042268156,9.909326691352927,3.320382150460726,5.882207613201361,6.246459033596309,5
3.22000429980714,9.804671952486178,9.340404670498685,5.173039772279141,7.195232787312904,5.80438666296398,9.232653592807239,5.899275131940739,3.6437702869197905,6
7.454872878846463,7.322901192467329,3.3741885978823887,4.310752531939896,8.124214840671197,4.194405475910049,9.503849712240509,6.209731761096417,3.3135674300188818,6
5.200491867534287,9.869910052835646,5.1587244903116245,3.8134270409812197,7.585521031008321,9.54972488562856,8.691973826099002,7.819767413154156,9.542598500215185,6
6.559994838152919,5.364291909925604,5.017016740280697,3.3516582948043268,8.115998095702281,3.3179819036089357,3.7444183007929968,9.075625980301256,8.777798800360193,0
9.352965317482651,7.921221899818921,7.38455575516634,8.278722735655295,8.335971792045004,6.290739441562884,9.301565768077573,3.4011901608879933,5.7641338154046595,2
4.745045604042124,4.558225455788664,3.9185746624410323,4.650900992602927,7.124060713952276,8.391589895471519,3.1676896437652857,6.435379952666937,6.210156103935563,5
5.872680461249408,4.8284011989173905,9.176433282878277,3.1697705523027855,5.559464816354296,5.217253328021907,6.112020262654161,5.897846873782504,9.07678791321489,0
8.288857969801342,6.583314848887368,8.799859859255289,5.780894562893925,4.701995048014398,6.701842689319609,6.504365578709762,3.076160789731763,8.57785844002688,0
4.601587158441357,5.237326878556498,7.564460737796944,6.378249564146373,9.320322656569509,7.902891114196613,8.83801470718437,8.715426156317514,7.841305028902838,6
3.538859368801551,4.173350946884091,6.208896822545384,4.184611616300888,9.789473912467543,9.663834947009246,8.256014494177798,3.7301924078450637,6.755957659736276,6
5.028260170396376,4.840164913925282,9.530692294994548,3.3083383531378483,5.503639285687463,3.71891847489721,8.579678275499202,3.8032360665490343,7.254757061376949,6
4.1285490107780305,3.2502387612610524,8.81522588304389,4.323878381686482,3.7861751035061015,4.100586926004438,9.075306646901623,3.338088926361923,5.7535084730619115,2
9.50788356639801,7.930965350342406,6.495206036568714,7.75371933285602,4.557761289815019,6.562096266358468,6.33249644344908,4.402951436701387,6.696679170818688,2
8.656842656950918,6.444816599601031,7.913113481180178,3.575705740758445,7.694671421910327,5.929324728050329,8.4617664746202,4.2377139708814875,6.77788456939448,6
7.433826295572964,3.6597014648316795,6.968509665257792,6.885259213898957,4.210533589708316,5.8755731247856655,3.4762316608380726,5.435060852619464,9.053877299838854,2
9.100224131314024,4.201857951899438,7.115595668717852,4.024883915357167,8.460855911426917,5.078730520553073,6.111824959253772,7.6148927597572085,4.530578411135407,3
8.625704538293801,3.717741766788508,5.316832486062299,4.369824215062936,9.461211679122995,6.924793589562693,3.2109287240874878,3.380059593399353,4.726351426201782,5
4.3059904122022505,7.288149657931135,6.234592232374277,5.751545182866891,9.74556060555193,9.183018353160014,9.407205457230159,9.021930321223504,4.476562983640598,6
9.247912989429844,3.6594725452874566,3.5468500155282094,3.7057773523761193,3.0652785418242345,4.126470383765048,9.708896473670446,5.286050307495891,7.054174418952788,0
6.775395693409555,8.279976331246512,5.501440841652148,4.212424519475491,9.707079154680915,4.507004306470304,3.5875734220171394,7.246251317503476,7.86610400742412,0
8.652081086148439,3.143576435242738,7.870799607535064,5.442666880159479,8.181360933907325,7.6957644845971,6.728386510854324,3.08403578547528,4.669517716187869,5
9.272639099464453,4.745630515971245,9.672512213543303,5.307683038488568,3.5883516258466157,3.393383580011129,5.275977244358083,5.5606554054785695,7.7387307190479895,0
5.226024324803047,9.234666731243351,9.741448789341142,8.244900399730124,5.906683281451086,7.7163493969410455,5.397739992640147,3.0143563833375784,7.396637876607762,2
3.770363471693737,8.029719226855722,6.890060083874242,3.5234761358849704,7.900318322056563,5.201193056043362,6.154900429628393,4.158207915040517,5.247547193944619,6
4.595546137793592,3.510778330479814,7.246355762667075,9.023155149664404,9.696798448627344,5.504977519800105,3.875461756781855,6.13495301329923,4.608731902308886,2
5.989754520383794,8.747882731396258,4.3000482985067725,8.713625195176185,4.148989755279748,5.838845616760302,4.265391391487388,6.745611953648249,9.172641673315773,2
8.72610336145745,6.451245850781433,7.867156756654715,8.361941477843569,3.894132973488678,5.447112930442004,7.041580620895613,4.0705001980494195,6.98768208748708,2
9.025114082794405,8.927481190181805,3.4946115487207035,5.165606537241928,6.30642937283315,8.888467348956727,3.1312913660624178,8.216513943309566,7.927294483520875,0
3.048664913718335,7.205178421152754,4.992799800596112,8.760172498785511,9.776692256169426,9.622479201802165,7.198607154099405,4.323025658644232,9.477371741201392,5
6.57523111804296,7.772831224230011,7.678543430998095,4.279614562024966,9.799654506806075,6.836080327213319,5.232420314506685,3.810915645099401,4.4377828508802635,3
5.921877022041453,9.954510922769957,5.172170920804425,3.8708644409851978,4.595403187370366,7.073149491844576,8.82544490362801,5.33397158932822,5.453879888538928,3
4.554754673295111,4.626348821468127,3.3489281188011804,3.3146943344264113,5.235430035800201,3.4933817560940463,7.200045554100787,6.8600006456266724,6.041150386765031,6
3.8390575713357795,7.367619023329718,8.823092865456747,9.57517254103903,9.356223899512582,7.9923434985270045,7.9566384049852035,9.922312714938236,4.63026157501403,2
5.363306199825396,6.2222497304017885,5.172310049941942,5.156076283936915,8.14389043596445,7.088692110748588,3.800976268665617,5.931010107446052,8.882943778263755,5
9.600367927387634,3.27616367045884,3.441736574010749,9.42332516124534,9.806215000603327,3.3527616666532025,4.86103655277182,5.981974920694776,3.5838217636500245,2
5.262420524145287,3.101294490520055,3.523517151520056,4.908294930635308,9.252038541108881,4.388979669501923,9.976687262804257,3.4153342908156517,4.674116022870654,6
6.631534352203563,3.834600044725011,4.762311591521275,9.352961715354446,4.505672352196203,4.413603942747939,6.035565728364567,8.360737712115125,4.337238954791096,2
7.921132712266245,7.543642183769837,4.246111630550684,9.327503369922617,8.318088015888783,4.196775663603514,5.512056437269467,4.272481013027304,9.673742100773188,0
5.545407216655057,6.970141615393746,8.420100824461056,9.465732315074991,3.339956620920816,7.6105216823594395,9.116987512840918,8.213624951817646,7.391479134603617,2
9.802474579046724,6.874006928146092,5.2517883266692404,6.4730740749893565,8.724829451190317,9.499077307490381,3.2315222620419437,9.37431814410959,8.013506470431722,0
9.737131064594779,3.2229973376978207,8.632870495278826,9.061624007592243,7.2108973371122564,8.340827277508515,6.743413531732837,8.377545334639528,3.7589477042626176,4
4.762476070777549,6.28512097452005,4.216921984762069,9.655361273171241,9.692706738455232,6.341614396497393,4.47180049650147,7.497173942885504,4.358073899083887,2
6.480739541246698,9.4723597248977,6.450154256808586,5.272318593280256,9.720227188283548,5.828359085891373,5.577069540176343,7.227414068420408,8.669219299832335,0
5.106148168717388,5.783143085174526,7.816259934871901,5.932120839777886,3.3557057631704867,5.705206737164557,4.3984395030922965,6.175430246901783,6.974116010181232,2
4.993883460642273,7.374457288519194,7.563935977060984,8.034681311350209,4.1236503988903745,7.208728703870776,3.264759316840954,4.011798865814638,3.3158506727095283,2
3.25820863148173,8.458730729362005,7.207905869511881,5.102518752063107,6.389449331230841,5.514544612611754,5.915584937779897,8.451870263852266,6.959688362828715,0
7.266950337859278,8.487476953993212,9.473751213518188,8.276665162388612,9.156454674623046,4.58285379832102,8.524421148365626,6.341255892748157,6.327698057837527,2
6.51875316260203,6.6349605767668995,4.59967603394721,3.5172450164947375,8.701115996072394,7.21990034602908,9.663681028388236,7.37952076194951,4.075855891452464,6
3.3603512587499256,9.005663617816355,6.4560344312347375,6.6644886900197955,9.750590184462451,5.734937893993012,7.366970822270086,5.618106602394096,7.1505858260228505,2
4.95052524965628,5.739646653546229,9.18794785050686,3.8561943885862164,7.326588819779386,3.098873804006837,5.72185964646905,4.40505903776304,4.216723419908104,6
9.357861201766575,9.220852503493589,3.5452563591660993,5.053264335056735,4.795944636931344,3.155617794967422,8.388986914831115,8.645559246517838,8.680150743420992,0
4.676933234668807,4.681590164768817,3.3912178777715267,4.810377747405304,3.1757464765362413,4.918956278080929,6.536567884004547,5.396798639016531,7.329425303289542,0
4.014264104638562,4.961514848933997,4.63311601290804,8.872524514938663,4.560485435043843,6.586955396548046,5.573341959234631,9.066760202799884,9.099182039726074,4
6.426169321942941,3.3718443693930076,7.43114853676613,4.354620787843382,7.726912385675372,5.479676553675921,4.253627847870822,9.760074317658773,5.972663841379992,7
9.899553178774205,8.56907285579598,4.819157385148648,8.659135441113833,9.483923763401092,3.1683860667128636,8.572909890359401,8.809919690449256,6.583446225669432,3
4.694386900580502,5.919386653628939,4.331679186661592,8.557722421355454,5.246325671157853,4.562062346272683,6.502980533619116,3.8969663170359548,8.32409120855249,0
7.70494883184115,4.603816297379794,6.211616207508045,6.492181388900609,9.129930312025067,3.674935160722313,9.74662618917744,8.985076491502104,6.823933334916692,6
8.331337307301023,4.622531943316058,7.295186481385881,4.6369027891729075,5.764287738388095,9.640424009529916,8.61336720244104,6.635504777892627,7.003889307355966,1
4.6634628079467975,9.309799588604633,4.739903949117183,4.588274379693559,5.157898745579852,5.189838529399685,5.940112833995939,4.689881206283525,6.87337291181858,3
8.097514440283017,8.837416203227258,5.104838307066195,6.2544725298109345,6.561909699640727,3.103364601168471,8.1859502860722,3.6520922353830194,6.439208491173564,3
5.574481929034773,6.874716197500283,7.294915133680597,3.061663051754614,6.095914446867306,7.623942763899645,6.173740449964497,4.949568873909403,8.639878937914553,6
7.4261408141550564,7.3127756029100475,9.620168953926168,6.719455282279563,9.396599079619126,4.62713558355472,3.5590600988998524,3.9619895752335044,6.396481492206818,2
7.434707975326263,6.320278993852037,7.7231920920666175,9.669456680369388,6.277798631856886,6.967153785217029,6.616767360907531,3.1795120754100292,9.305561821434946,2
6.750422788523309,5.741665800151662,8.480329005091921,4.082948173038176,4.941347710561528,4.055218182266415,9.060100336739048,9.914350443798753,8.660316522203303,0
3.6320283903808583,9.40833816852832,5.567670663288281,7.013419350329224,8.897959042513325,9.888092645857252,8.988089229619113,8.820795738821184,7.847080395073823,6
8.847117469124665,3.8792889246421147,4.905780515691262,9.732450820511197,9.991246581616966,9.791814305957331,7.024768395479823,8.172644841678018,9.290609545922372,0
5.245460454802151,5.929127528013596,6.1798742024183575,9.0236549764412,7.5371999342692675,7.591883461832141,5.66016475490395,4.351096398352952,6.7596531764483245,5
4.3056295727989795,5.411933355915128,8.649929800981717,8.952660814669382,4.753229582554511,7.950418352754425,3.0707042161726026,3.194155072655941,8.752886536066812,2
3.2854259908833474,6.487055041758039,6.19409749253389,8.752949512773323,4.671705539092255,5.98115223904156,5.179868452576589,6.3964271780228374,4.692761279748679,2
7.136250602317693,6.2034231218162255,8.927077861529028,5.163165242393299,3.403946873506819,9.735255417927181,9.928660041154139,8.191861009554259,3.5108294721976403,3
7.742950532895977,6.63222672155757,9.92140386486589,9.234317818867686,3.541051269598594,5.966177342598407,8.08543723305096,9.739861543518337,7.795004438415911,0
3.116114802494993,3.9794328405889585,3.5041866601123544,9.589382458632198,9.404881666279337,4.6762759818564215,8.02311994677544,8.907185820222082,5.111272101002067,6
6.584651408094967,6.5919905105929395,3.317871092585926,6.470546963093276,3.675409749346854,3.807650267227328,8.327583732322328,9.254516491961903,7.4422326605061695,4
4.585470426385566,4.696931697210476,4.047127920393533,5.4819973308162115,6.390406937937452,4.456877102200699,7.34079368339361,4.670639234187196,3.5417604180753086,6
7.516209532866149,4.290319442917339,5.6905877301404235,5.899603109240993,7.886852457852248,7.005494527501054,7.101010600225056,4.087282123363581,9.689534245794405,0
4.22056500303494,3.4538395315033386,3.917295464018027,5.339445092818859,8.952483479415221,4.715642025575093,6.175334787536902,4.734472390653602,6.60580274409207,6
7.836564166717261,8.338567911292987,9.094651343331293,4.4869290941717805,4.198896651776091,7.579745999132813,6.107537955687809,3.9700563128085267,3.066683783971085,3
5.707147424103762,5.99209344599592,3.1620237571894467,7.329139291770225,6.064450753877498,5.6752916391953265,9.095939188060392,8.589386765982546,6.3325381751436565,6
9.557109921157142,7.386505783182308,5.210549014350757,6.938178203717261,4.7603613650964425,9.20811033792071,5.754193831877464,9.32130142676078,8.528045856669168,0
3.9626466090219528,8.093153403133204,4.292862406459437,6.238095497274929,4.7907616297662114,6.909346472259042,8.882042488474053,5.151394183832043,9.05653354112695,6
5.387464457351809,7.755216657194874,9.520775311102726,3.6709177067938223,5.126875152406731,7.3582283717089325,8.86414097937456,9.13848328057359,6.228829985307204,0
3.7943146486841233,6.293505033627776,7.686367034230195,8.578250752941997,7.109813500929271,6.8959186209487395,8.396287395390576,3.385246261112394,3.881555508654933,2
9.47285532794994,5.715289702662108,9.384211795159622,4.224534939255524,3.1160423017991175,9.19898141933717,3.2634967990441233,7.741495777390238,9.34318961245904,0
9.141375473666868,5.631719367484646,9.806300972172753,3.801934303772337,5.861364004208696,3.4439369755043394,4.035805710825338,6.6924524692705445,9.868192746339455,0
